event,date,location,r_fighter,b_fighter,status,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,method,method_detailed,round,time,r_career_fights,r_career_wins,r_career_losses,r_career_draws,r_career_str,r_career_td,r_career_kd,b_career_fights,b_career_wins,b_career_losses,b_career_draws,b_career_str,b_career_td,b_career_kd,r_career_win_rate,b_career_win_rate
The Ultimate Fighter: Undefeated Finale,2018-07-06,"Las Vegas, Nevada, USA",Steven Peterson,Matt Bessette,win,0.0,0.0,74.0,57.0,2.0,0.0,1.0,0.0,Featherweight,S-DEC,,3.0,5:00,1,0,1,0,73,1,0,1,0,1,0,43,0,0,0.0,0.0
The Ultimate Fighter: Undefeated Finale,2018-07-06,"Las Vegas, Nevada, USA",Gerald Meerschaert,Oskar Piechota,win,0.0,1.0,51.0,23.0,3.0,1.0,2.0,2.0,Middleweight,SUB,Rear Naked Choke,2.0,4:55,4,3,1,0,68,3,1,2,2,0,0,73,1,2,0.75,1.0
The Ultimate Fighter: Undefeated Finale,2018-07-06,"Las Vegas, Nevada, USA",Montana De La Rosa,Rachael Ostovich,win,0.0,0.0,56.0,40.0,0.0,0.0,1.0,1.0,Women's Flyweight,SUB,Rear Naked Choke,3.0,4:21,1,1,0,0,6,0,0,1,1,0,0,3,1,0,1.0,1.0
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Daniel Cormier,Stipe Miocic,win,1.0,0.0,25.0,24.0,0.0,1.0,0.0,0.0,Heavyweight,KO/TKO,Punches,1.0,4:33,10,9,1,0,523,17,1,14,12,2,0,696,23,5,0.9,0.8571428571428571
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Derrick Lewis,Francis Ngannou,win,0.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,Heavyweight,U-DEC,,3.0,5:00,13,10,3,0,356,5,4,7,6,1,0,105,0,3,0.7692307692307693,0.8571428571428571
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Mike Perry,Paul Felder,win,0.0,0.0,62.0,56.0,2.0,0.0,0.0,0.0,Welterweight,S-DEC,,3.0,5:00,7,4,3,0,291,2,7,10,7,3,0,388,3,3,0.5714285714285714,0.7
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Anthony Pettis,Michael Chiesa,win,0.0,0.0,9.0,12.0,0.0,2.0,2.0,0.0,Lightweight,SUB,Triangle Choke,2.0,0:52,13,7,6,0,479,8,2,10,7,3,0,181,15,1,0.5384615384615384,0.7
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,Gokhan Saki,win,1.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO,Punches,1.0,1:36,4,2,2,0,35,0,3,1,1,0,0,40,0,2,0.5,1.0
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Raphael Assuncao,Rob Font,win,0.0,0.0,54.0,20.0,2.0,0.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,12,10,2,0,559,11,2,7,5,2,0,271,5,5,0.8333333333333334,0.7142857142857143
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Drakkar Klose,Lando Vannata,win,0.0,0.0,55.0,50.0,1.0,1.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,3,2,1,0,146,7,0,4,1,2,1,230,5,3,0.6666666666666666,0.25
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Curtis Millender,Max Griffin,win,0.0,0.0,38.0,44.0,1.0,1.0,0.0,0.0,Welterweight,U-DEC,,3.0,5:00,1,1,0,0,47,0,2,4,2,2,0,157,0,3,1.0,0.5
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Dan Hooker,Gilbert Burns,win,2.0,0.0,22.0,13.0,0.0,0.0,1.0,0.0,Lightweight,KO/TKO,Punches,1.0,2:28,9,6,3,0,313,3,3,8,6,2,0,228,13,2,0.6666666666666666,0.75
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Emily Whitmire,Jamie Moyle,win,0.0,0.0,53.0,50.0,1.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,,3.0,5:00,1,0,1,0,9,0,0,2,1,1,0,153,3,0,0.0,0.5
UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",Paulo Costa,Uriah Hall,win,1.0,0.0,75.0,58.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO,Punches,2.0,2:38,3,3,0,0,114,0,2,12,6,6,0,330,7,4,1.0,0.5
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Junior Dos Santos,Blagoy Ivanov,win,0.0,0.0,110.0,51.0,0.0,0.0,0.0,0.0,Heavyweight,U-DEC,,5.0,5:00,16,12,4,0,899,5,12,0,0,0,0,0,0,0,0.75,0.0
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Chad Mendes,Myles Jury,win,1.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO,Punch,1.0,2:52,12,8,4,0,336,24,6,10,8,2,0,248,16,2,0.6666666666666666,0.8
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Sage Northcutt,Zak Ottow,win,1.0,1.0,24.0,6.0,1.0,1.0,1.0,1.0,Welterweight,KO/TKO,Punch,2.0,3:13,7,5,2,0,243,8,1,5,3,2,0,173,2,1,0.7142857142857143,0.6
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Ricky Glenn,Dennis Bermudez,win,0.0,0.0,48.0,42.0,0.0,6.0,1.0,0.0,Featherweight,S-DEC,,3.0,5:00,4,2,2,0,266,4,1,15,9,6,0,765,40,5,0.5,0.6
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Niko Price,Randy Brown,win,0.0,0.0,12.0,13.0,1.0,1.0,0.0,0.0,Welterweight,KO/TKO,Punch,2.0,1:09,4,3,1,0,65,3,1,6,4,2,0,205,4,1,0.75,0.6666666666666666
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Cat Zingano,Marion Reneau,win,0.0,0.0,33.0,14.0,6.0,0.0,0.0,0.0,Women's Bantamweight,U-DEC,,3.0,5:00,5,2,3,0,145,7,0,8,5,2,1,373,2,0,0.4,0.625
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Mark De La Rosa,Elias Garcia,win,0.0,0.0,25.0,19.0,2.0,0.0,1.0,0.0,Flyweight,SUB,Rear Naked Choke,2.0,2:00,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Alexander Volkanovski,Darren Elkins,win,2.0,0.0,100.0,82.0,2.0,1.0,3.0,0.0,Featherweight,U-DEC,,3.0,5:00,4,4,0,0,278,14,1,18,14,4,0,647,38,2,1.0,0.7777777777777778
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Said Nurmagomedov,Justin Scoggins,win,0.0,0.0,65.0,32.0,1.0,0.0,0.0,0.0,Flyweight,S-DEC,,3.0,5:00,0,0,0,0,0,0,0,8,4,4,0,327,23,1,0.0,0.5
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Raoni Barcelos,Kurt Holobaugh,win,1.0,0.0,82.0,102.0,3.0,1.0,0.0,0.0,Featherweight,KO/TKO,Punch,3.0,1:29,0,0,0,0,0,0,0,1,0,1,0,41,1,0,0.0,0.0
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Liz Carmouche,Jennifer Maia,win,0.0,0.0,53.0,42.0,3.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,,3.0,5:00,7,3,4,0,229,19,0,0,0,0,0,0,0,0,0.42857142857142855,0.0
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Jessica Aguilar,Jodie Esquibel,win,0.0,0.0,128.0,81.0,0.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,,3.0,5:00,2,0,2,0,127,4,0,1,0,1,0,65,0,0,0.0,0.0
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",Alejandro Perez,Eddie Wineland,win,0.0,0.0,53.0,48.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,8,6,1,1,309,3,0,11,5,6,0,381,2,6,0.75,0.45454545454545453
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Anthony Smith,Mauricio Rua,win,1.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO,Punches,1.0,1:29,8,5,3,0,243,3,4,17,9,8,0,694,21,13,0.625,0.5294117647058824
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Corey Anderson,Glover Teixeira,win,0.0,0.0,48.0,20.0,7.0,0.0,0.0,1.0,Light Heavyweight,U-DEC,,3.0,5:00,11,7,4,0,600,45,0,14,10,4,0,461,20,4,0.6363636363636364,0.7142857142857143
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Abu Azaitar,Vitor Miranda,win,0.0,0.0,48.0,19.0,1.0,3.0,0.0,1.0,Middleweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,6,3,3,0,216,2,0,0.0,0.5
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Marcin Tybura,Stefan Struve,win,0.0,0.0,41.0,31.0,5.0,0.0,0.0,0.0,Heavyweight,U-DEC,,3.0,5:00,6,3,3,0,328,6,1,20,12,8,0,488,6,3,0.5,0.6
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Danny Roberts,David Zawada,win,0.0,0.0,45.0,33.0,0.0,2.0,1.0,5.0,Welterweight,S-DEC,,3.0,5:00,6,4,2,0,176,0,2,0,0,0,0,0,0,0,0.6666666666666666,0.0
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Nasrat Haqparast,Marc Diakiese,win,1.0,0.0,93.0,50.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,1,0,1,0,27,1,1,5,3,2,0,121,9,1,0.0,0.6
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Bartosz Fabinski,Emil Meek,win,0.0,0.0,35.0,21.0,6.0,0.0,0.0,1.0,Welterweight,U-DEC,,3.0,5:00,2,2,0,0,66,16,0,2,1,1,0,80,1,0,1.0,0.5
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Nad Narimani,Khalid Taha,win,0.0,0.0,45.0,32.0,6.0,0.0,0.0,0.0,Featherweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Aleksandar Rakic,Justin Ledet,win,1.0,0.0,104.0,12.0,3.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,,3.0,5:00,1,1,0,0,46,0,0,3,3,0,0,152,1,0,1.0,1.0
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Manny Bermudez,Davey Grant,win,1.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,Bantamweight,SUB,Triangle Choke,1.0,0:59,1,1,0,0,12,1,0,3,1,2,0,126,3,0,1.0,0.3333333333333333
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Darko Stosic,Jeremy Kimball,win,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO,Elbows,1.0,3:13,0,0,0,0,0,0,0,3,1,2,0,26,1,1,0.0,0.3333333333333333
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Pingyuan Liu,Damian Stasiak,win,0.0,0.0,32.0,24.0,1.0,3.0,2.0,0.0,Bantamweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,5,2,3,0,113,10,0,0.0,0.4
UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",Damir Hadzovic,Nick Hein,win,1.0,0.0,71.0,43.0,0.0,0.0,0.0,0.0,Lightweight,S-DEC,,3.0,5:00,3,1,2,0,45,0,1,6,4,2,0,196,5,2,0.3333333333333333,0.6666666666666666
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Jordan Mein,Alex Morono,win,0.0,0.0,14.0,20.0,3.0,0.0,0.0,1.0,Welterweight,U-DEC,,3.0,5:00,8,4,4,0,267,11,3,4,3,1,0,199,0,1,0.5,0.75
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Dustin Poirier,Eddie Alvarez,win,1.0,0.0,54.0,26.0,0.0,0.0,2.0,1.0,Lightweight,KO/TKO,Punches,2.0,4:05,19,15,4,0,973,24,10,6,4,2,0,330,11,1,0.7894736842105263,0.6666666666666666
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Jose Aldo,Jeremy Stephens,win,1.0,0.0,29.0,20.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO,Punches,1.0,4:19,11,8,3,0,651,12,3,28,15,13,0,1066,27,18,0.7272727272727273,0.5357142857142857
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Joanna Jedrzejczyk,Tecia Torres,win,0.0,0.0,62.0,33.0,0.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,,3.0,5:00,10,8,2,0,1205,2,1,8,6,2,0,526,7,1,0.8,0.75
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Alexander Hernandez,Olivier Aubin-Mercier,win,0.0,0.0,39.0,19.0,4.0,2.0,0.0,1.0,Lightweight,U-DEC,,3.0,5:00,1,1,0,0,8,0,1,9,7,2,0,281,21,2,1.0,0.7777777777777778
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Hakeem Dawodu,Austin Arnett,win,0.0,0.0,75.0,23.0,0.0,0.0,0.0,0.0,Featherweight,U-DEC,,3.0,5:00,1,0,1,0,3,0,0,1,0,1,0,32,1,0,0.0,0.0
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Ion Cutelaba,Gadzhimurad Antigulov,win,0.0,0.0,40.0,12.0,0.0,3.0,0.0,0.0,Light Heavyweight,KO/TKO,Elbows,1.0,4:25,4,2,2,0,173,6,1,2,2,0,0,2,2,0,0.5,1.0
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Devin Powell,Alvaro Herrera Mendoza,win,1.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO,Kicks,1.0,1:52,2,0,2,0,65,0,0,3,1,2,0,18,0,1,0.0,0.3333333333333333
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Nina Nunes,Randa Markos,win,0.0,0.0,49.0,23.0,0.0,1.0,0.0,0.0,Women's Strawweight,U-DEC,,3.0,5:00,4,2,2,0,306,2,0,8,4,4,0,336,12,0,0.5,0.5
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Dustin Ortiz,Matheus Nicolau,win,1.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,Flyweight,KO/TKO,Kick,1.0,3:49,12,7,5,0,456,32,1,3,3,0,0,174,6,5,0.5833333333333334,1.0
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Islam Makhachev,Kajan Johnson,win,0.0,0.0,7.0,7.0,1.0,0.0,1.0,0.0,Lightweight,SUB,Armbar,1.0,4:43,5,4,1,0,94,12,1,5,4,1,0,165,9,2,0.8,0.8
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",John Makdessi,Ross Pearson,win,0.0,0.0,131.0,79.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,14,8,6,0,789,0,6,23,12,11,0,1020,15,6,0.5714285714285714,0.5217391304347826
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",Katlyn Cerminara,Alexis Davis,win,0.0,0.0,62.0,70.0,0.0,1.0,0.0,0.0,Women's Flyweight,U-DEC,,3.0,5:00,4,3,1,0,240,0,1,8,6,2,0,278,5,0,0.75,0.75
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Zhang Weili,Danielle Taylor,win,0.0,0.0,77.0,34.0,1.0,0.0,0.0,1.0,Women's Strawweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,4,2,2,0,172,1,0,0.0,0.5
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Marlon Vera,Wulijiburen,win,1.0,0.0,45.0,31.0,1.0,2.0,0.0,0.0,Bantamweight,KO/TKO,Punch,2.0,4:53,8,4,4,0,302,3,2,1,0,1,0,17,4,0,0.5,0.0
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",TJ Dillashaw,Cody Garbrandt,win,2.0,0.0,45.0,17.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO,Punches,1.0,4:10,14,11,3,0,959,21,7,7,6,1,0,243,5,9,0.7857142857142857,0.8571428571428571
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Henry Cejudo,Demetrious Johnson,win,0.0,0.0,51.0,81.0,3.0,1.0,0.0,0.0,Flyweight,S-DEC,,5.0,5:00,8,6,2,0,371,16,3,17,15,1,1,1092,73,3,0.75,0.8823529411764706
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",JJ Aldrich,Polyana Viana,win,0.0,0.0,40.0,46.0,0.0,1.0,0.0,0.0,Women's Strawweight,U-DEC,,3.0,5:00,3,2,1,0,183,1,0,1,1,0,0,12,1,0,0.6666666666666666,1.0
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Thiago Santos,Kevin Holland,win,0.0,0.0,69.0,31.0,3.0,0.0,1.0,1.0,Middleweight,U-DEC,,3.0,5:00,14,9,5,0,336,2,9,0,0,0,0,0,0,0,0.6428571428571429,0.0
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Renato Moicano,Cub Swanson,win,1.0,0.0,17.0,20.0,1.0,0.0,1.0,0.0,Featherweight,SUB,Rear Naked Choke,1.0,4:15,5,4,1,0,387,5,0,15,10,5,0,967,11,6,0.8,0.6666666666666666
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ricky Simon,Montel Jackson,win,0.0,0.0,25.0,42.0,7.0,2.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,1,1,0,0,34,2,0,0,0,0,0,0,0,0,1.0,0.0
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ricardo Ramos,Kyung Ho Kang,win,0.0,0.0,54.0,65.0,1.0,1.0,1.0,0.0,Bantamweight,S-DEC,,3.0,5:00,2,2,0,0,87,3,2,4,3,1,0,107,6,0,1.0,0.75
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sheymon Moraes,Matt Sayles,win,0.0,0.0,73.0,77.0,0.0,0.0,0.0,0.0,Featherweight,U-DEC,,3.0,5:00,1,0,1,0,18,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Alex Perez,Jose Torres,win,1.0,0.0,84.0,29.0,0.0,0.0,0.0,0.0,Flyweight,KO/TKO,Punches,1.0,3:46,2,2,0,0,53,7,0,1,1,0,0,22,1,0,1.0,1.0
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Pedro Munhoz,Brett Johns,win,3.0,0.0,117.0,73.0,0.0,0.0,1.0,0.0,Bantamweight,U-DEC,,3.0,5:00,8,5,3,0,319,7,0,4,3,1,0,133,15,0,0.625,0.75
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Deiveson Figueiredo,John Moraga,win,2.0,0.0,29.0,14.0,2.0,0.0,1.0,1.0,Flyweight,KO/TKO,Punch,2.0,3:08,3,3,0,0,67,5,2,13,8,5,0,419,7,2,1.0,0.6153846153846154
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Justin Gaethje,James Vick,win,1.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO,Punch,1.0,1:27,3,1,2,0,341,0,0,10,9,1,0,385,2,4,0.3333333333333333,0.9
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Michael Johnson,Andre Fili,win,0.0,0.0,65.0,37.0,0.0,2.0,0.0,1.0,Featherweight,S-DEC,,3.0,5:00,18,9,9,0,819,8,9,10,6,4,0,422,21,3,0.5,0.6
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Cortney Casey,Angela Hill,win,0.0,0.0,111.0,121.0,1.0,1.0,0.0,0.0,Women's Strawweight,S-DEC,,3.0,5:00,8,3,5,0,427,2,0,7,3,4,0,503,2,2,0.375,0.42857142857142855
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Bryan Barberena,Jake Ellenberger,win,2.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO,Punch,1.0,2:26,7,4,3,0,416,2,3,20,10,10,0,405,23,11,0.5714285714285714,0.5
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Eryk Anders,Tim Williams,win,2.0,0.0,42.0,43.0,0.0,2.0,0.0,0.0,Middleweight,KO/TKO,Kick,3.0,4:42,3,2,1,0,134,6,1,1,0,1,0,8,0,0,0.6666666666666666,0.0
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Andrew Sanchez,Markus Perez,win,0.0,0.0,73.0,54.0,0.0,0.0,0.0,0.0,Middleweight,U-DEC,,3.0,5:00,4,2,2,0,264,13,2,2,1,1,0,34,3,0,0.5,0.5
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Cory Sandhagen,Iuri Alcantara,win,0.0,0.0,66.0,9.0,0.0,1.0,0.0,2.0,Bantamweight,KO/TKO,Punches,2.0,1:01,1,1,0,0,80,1,1,16,10,6,0,443,15,4,1.0,0.625
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Mickey Gall,George Sullivan,win,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Welterweight,SUB,Rear Naked Choke,1.0,1:09,4,3,1,0,38,3,2,6,3,3,0,232,6,0,0.75,0.5
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Joanne Wood,Kalindra Faria,win,0.0,0.0,5.0,13.0,0.0,1.0,2.0,0.0,Women's Flyweight,SUB,Armbar,1.0,4:57,6,3,3,0,401,8,3,2,0,2,0,38,1,0,0.5,0.0
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Drew Dober,Jon Tuck,win,0.0,0.0,60.0,33.0,2.0,0.0,0.0,1.0,Lightweight,U-DEC,,3.0,5:00,9,5,4,0,355,5,3,8,4,4,0,291,3,2,0.5555555555555556,0.5
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Rani Yahya,Luke Sanders,win,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,Bantamweight,SUB,Heel Hook,1.0,1:31,13,10,3,0,266,34,0,4,2,2,0,202,1,2,0.7692307692307693,0.5
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",James Krause,Warlley Alves,win,0.0,0.0,59.0,28.0,0.0,1.0,0.0,0.0,Welterweight,KO/TKO,Flying Knee,2.0,2:28,9,6,3,0,483,7,0,8,6,2,0,256,7,1,0.6666666666666666,0.75
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Abdul Razak Alhassan,Niko Price,win,1.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO,Punches,1.0,0:43,4,3,1,0,95,1,5,5,4,1,0,77,4,1,0.75,0.8
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Tyron Woodley,Darren Till,win,1.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,Welterweight,SUB,D'Arce Choke,2.0,4:19,11,8,2,1,357,5,9,6,5,0,1,216,3,4,0.7272727272727273,0.8333333333333334
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Jessica Andrade,Karolina Kowalkiewicz,win,1.0,0.0,38.0,24.0,0.0,0.0,0.0,0.0,Women's Strawweight,KO/TKO,Punch,1.0,1:58,13,9,4,0,982,33,1,7,5,2,0,581,1,0,0.6923076923076923,0.7142857142857143
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Zabit Magomedsharipov,Brandon Davis,win,0.0,0.0,38.0,27.0,6.0,0.0,1.0,0.0,Featherweight,SUB,Suloev Stretch,2.0,3:46,3,3,0,0,176,17,0,3,1,2,0,181,1,0,1.0,0.3333333333333333
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Jimmie Rivera,John Dodson,win,0.0,0.0,62.0,41.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,6,5,1,0,280,5,3,13,9,4,0,605,9,9,0.8333333333333334,0.6923076923076923
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Tatiana Suarez,Carla Esparza,win,0.0,0.0,82.0,6.0,9.0,0.0,0.0,0.0,Women's Strawweight,KO/TKO,Punches,3.0,4:33,3,3,0,0,89,9,0,7,4,3,0,237,25,0,1.0,0.5714285714285714
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Diego Sanchez,Craig White,win,0.0,1.0,46.0,18.0,3.0,0.0,0.0,1.0,Welterweight,U-DEC,,3.0,5:00,27,16,11,0,899,28,6,1,0,1,0,6,0,0,0.5925925925925926,0.0
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Geoff Neal,Frank Camacho,win,2.0,0.0,59.0,25.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO,Kick,2.0,1:23,1,1,0,0,14,0,0,3,1,2,0,295,5,0,1.0,0.3333333333333333
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Darren Stewart,Charles Byrd,win,1.0,0.0,24.0,38.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO,Elbow,2.0,2:17,4,1,3,0,104,5,1,1,1,0,0,11,1,0,0.25,1.0
